pseudo_uprn,epc,glazing,tenure,property_type
20D8B902DC,1,Double/triple glazed,Rented,Flat
95798B7891,1,Double/triple glazed,Rented,Flat
4B2876E18C,1,Double/triple glazed,,
56739D9503,1,Double/triple glazed,,
FBA04EC38B,1,Double/triple glazed,Rented,Maisonette
E17CBA303D,1,Double/triple glazed,Rented,Flat
8694209288,1,Double/triple glazed,,
5131F5E54A,1,Double/triple glazed,,House
088AFD8D24,1,Double/triple glazed,Rented,House
5AA5EDCE75,1,Double/triple glazed,,Flat
E0E6792042,1,Double/triple glazed,Rented,House
7D9AB59BCF,1,Double/triple glazed,Rented,House
106EF75DDE,1,Double/triple glazed,Rented,Flat
77379B1417,1,,Owner-occupied,House
91BFC66257,1,Double/triple glazed,Owner-occupied,Flat
EFFB4A7476,1,Double/triple glazed,,
EBEECDEAD5,1,Double/triple glazed,Owner-occupied,House
61FAA14A0E,1,Double/triple glazed,,Flat
762ABA12E2,1,Double/triple glazed,Rented,Flat
35A12DCFCD,1,,Rented,Flat
92162F52D0,1,Double/triple glazed,,
1065A5EB00,1,Double/triple glazed,Rented,House
9947CFDEA7,1,Double/triple glazed,,Flat
1BC47B46EA,1,Double/triple glazed,Rented,House
15971A5977,1,Double/triple glazed,Rented,Flat
9512130910,1,Double/triple glazed,Rented,House
887C172AE3,1,Double/triple glazed,Owner-occupied,House
BEE2219585,1,Double/triple glazed,,
AD3693CC00,1,Double/triple glazed,,
ABCC170991,1,Double/triple glazed,,Flat
90D4F71FB6,1,Double/triple glazed,Rented,Flat
A793C7932D,1,Double/triple glazed,,
5739DB5F70,1,Double/triple glazed,Owner-occupied,House
E52F591B1F,1,,Rented,House
53EEEB7E80,1,Double/triple glazed,,
E61B0FA7E6,1,Double/triple glazed,Owner-occupied,House
B08ACEA6BC,1,Double/triple glazed,Owner-occupied,House
F009D73B2F,1,Double/triple glazed,Owner-occupied,House
A59B43AFFE,1,Double/triple glazed,,
CD573028D1,1,Double/triple glazed,,
31E35E16BE,1,,,
5E954F9459,1,Double/triple glazed,Rented,Maisonette
3E452953DE,1,Double/triple glazed,Rented,Flat
1732F72588,1,,,
909ED658B9,1,Double/triple glazed,Rented,Flat
611970EAC7,1,,,
AE30D42985,1,Double/triple glazed,Rented,Flat
9C63EF1280,1,Double/triple glazed,Rented,Flat
E13153DFCE,1,Double/triple glazed,Rented,House
CB4DFA7930,1,Double/triple glazed,Rented,House
17A02A88B9,1,Double/triple glazed,Rented,Flat
94140FA6B7,1,Double/triple glazed,Owner-occupied,Maisonette
3B33BFD63A,1,Double/triple glazed,Rented,House
EA8205E742,1,Double/triple glazed,,
39D4E1F635,1,Double/triple glazed,Owner-occupied,Flat
296B96281D,1,Double/triple glazed,Rented,Flat
AF86D371DE,1,Double/triple glazed,,Flat
D4BE937A55,1,Double/triple glazed,Rented,Flat
33BCEEA8D0,1,Double/triple glazed,Rented,Flat
048AB9DACF,1,Double/triple glazed,,
1F39543086,1,Double/triple glazed,,Flat
20BD380AB8,1,Double/triple glazed,Rented,House
DD11B9A7A9,1,Double/triple glazed,Rented,Flat
59C99E90ED,1,Double/triple glazed,Owner-occupied,House
33E21FB35E,1,Double/triple glazed,Rented,Flat
9FFD862705,1,Double/triple glazed,,Flat
9EE1F6491E,1,Double/triple glazed,Rented,House
3D31F1B4B6,1,,Rented,House
A3F0F9724E,1,,Rented,Maisonette
3BCD159C6A,1,Double/triple glazed,Owner-occupied,House
3A6B2F3536,1,,,
6BF29A12E1,1,Double/triple glazed,,
68C914318E,1,Double/triple glazed,,
50D2C4858A,1,Double/triple glazed,Rented,House
14BAC6A3DA,1,Double/triple glazed,,
A437D0F452,1,Double/triple glazed,,Flat
2F061CFB90,1,Double/triple glazed,,Flat
D850C9700F,1,Double/triple glazed,Rented,Flat
F182262163,1,Double/triple glazed,Rented,House
F47B8A3131,1,,Owner-occupied,House
2AE7F43295,1,,,
080970E19E,1,Double/triple glazed,Rented,Flat
1EB6BA983A,1,Double/triple glazed,,Flat
BB8B4D9693,1,Double/triple glazed,Owner-occupied,Flat
EA8969EE61,1,Double/triple glazed,Rented,Flat
90F06FBF95,1,Double/triple glazed,Rented,Flat
E3D570F8C0,1,,Owner-occupied,House
EABF9F7699,1,Double/triple glazed,Rented,Flat
3EBBFAEE7C,1,Double/triple glazed,,
CC4D5D55C8,1,Double/triple glazed,Owner-occupied,House
7EB869A460,1,Double/triple glazed,Owner-occupied,House
43CED898DD,1,Double/triple glazed,Rented,Flat
E4DCC205C5,1,Double/triple glazed,,
7EC75B0B4E,1,,,
E5E8ED67FB,1,,Rented,House
363AD901DD,1,Double/triple glazed,Rented,Flat
FE680015A6,1,Double/triple glazed,Rented,Maisonette
303C108C34,1,,,
88BC09C926,1,,,
D7B43AF44F,1,Double/triple glazed,Rented,Flat
25EA9B6995,1,Double/triple glazed,,Flat
EEE45D7190,1,Double/triple glazed,,
ADD9BD98EB,1,Double/triple glazed,Rented,Flat
D9D4985BCC,1,Double/triple glazed,,
9CDE530682,1,Double/triple glazed,Rented,Flat
5E133F4C8C,1,Double/triple glazed,Owner-occupied,Flat
2A1D284439,1,Double/triple glazed,,
82944267B4,1,Double/triple glazed,,
3621A1B399,1,Double/triple glazed,Owner-occupied,Flat
496758C301,1,,,
F4F61717A5,1,Double/triple glazed,Rented,Flat
9296383462,1,,,
BA14793FCE,1,Double/triple glazed,Rented,Maisonette
8AEF4A5211,1,Double/triple glazed,,
1BD1EDED9B,1,Double/triple glazed,Owner-occupied,House
416484571A,1,Double/triple glazed,Rented,Flat
E73789C3A2,1,Double/triple glazed,Rented,House
0D23E736D6,1,Double/triple glazed,Rented,Flat
387189A823,1,Double/triple glazed,,
688814A0D8,1,Double/triple glazed,,
4A1D98CC4C,1,,Rented,Flat
5927B992CA,1,Single glazed,Rented,House
A6CEE59FAA,1,Double/triple glazed,Rented,Flat
D6909FAC3E,1,Double/triple glazed,Rented,House
5FF8ADE6CE,1,Double/triple glazed,Owner-occupied,Flat
3F159168DE,1,Double/triple glazed,Owner-occupied,Flat
3C9F10B60B,1,Double/triple glazed,,
194E82EA39,1,Double/triple glazed,Rented,House
06A459E593,1,Double/triple glazed,Rented,House
C9274D1555,1,Double/triple glazed,Rented,Flat
8E5B205051,1,Double/triple glazed,Rented,Flat
6B4D360536,1,Double/triple glazed,Rented,Flat
B2F1A54F51,1,Double/triple glazed,,
1E007CEBD2,1,Double/triple glazed,Rented,House
5D6222EB20,1,Double/triple glazed,,
BF9201978C,1,Double/triple glazed,Rented,House
A2DE683C86,1,Double/triple glazed,Rented,House
D63BD95858,1,Double/triple glazed,Rented,Flat
3544001022,1,Double/triple glazed,,
6E8CDDCF3B,1,,,
B0AE12119B,1,Double/triple glazed,,
7F827D00DB,1,Double/triple glazed,Rented,Flat
ECB7ECECAD,1,Double/triple glazed,,
89781E0585,1,Double/triple glazed,,
B1B231591D,1,Double/triple glazed,,Flat
060BD72B94,1,Double/triple glazed,Rented,Maisonette
9B81EE8D70,1,Double/triple glazed,Rented,Flat
B9B2C31CBD,1,Double/triple glazed,,
EC5B5115B8,1,Double/triple glazed,Rented,Flat
5D86DED829,1,Double/triple glazed,,
247246BFFD,1,Double/triple glazed,,
1FEBA41D44,1,Double/triple glazed,Owner-occupied,Maisonette
F4A7E2E513,1,Double/triple glazed,,
0D5497AF2F,1,Double/triple glazed,,
7F2B524468,1,Double/triple glazed,Rented,House
B53D863032,1,Double/triple glazed,,
080335649C,1,,Owner-occupied,House
0E3698907C,1,Double/triple glazed,,
1C844B9913,1,Double/triple glazed,Rented,Flat
4152C1A0C4,1,Double/triple glazed,Owner-occupied,House
17D7875783,1,Double/triple glazed,Rented,Flat
AFB2941AC9,1,,Rented,Flat
72FA666C10,1,,Rented,House
8DFC0E87D2,1,Double/triple glazed,Owner-occupied,House
F2A89091FF,1,,Rented,Maisonette
903FDE95F4,1,Double/triple glazed,Rented,Flat
58C51AFBFF,1,Double/triple glazed,,
032B815FDC,1,Double/triple glazed,,
DBCCEB5130,1,Double/triple glazed,Rented,House
4AF797B6AF,1,Double/triple glazed,Owner-occupied,House
3F708816C4,1,Double/triple glazed,Rented,House
F2E37BA328,1,Double/triple glazed,Rented,House
F2065F86D2,1,Double/triple glazed,,Flat
CE617DAC14,1,Double/triple glazed,,
7B84BF8503,1,Double/triple glazed,Rented,Flat
43666B821E,1,Double/triple glazed,Owner-occupied,House
47A50C753B,1,Double/triple glazed,Owner-occupied,Flat
DD6F3B09C9,1,Double/triple glazed,Rented,Flat
31D2F83043,1,Double/triple glazed,Owner-occupied,House
62005760E1,1,Double/triple glazed,,
C11954E392,1,Double/triple glazed,Rented,Flat
4DF68D5F12,1,,,
60641558A4,1,Double/triple glazed,,Flat
8E9943EE1D,1,Double/triple glazed,,
CACB34E1C7,1,,,Maisonette
E7B8CAB1B3,1,Double/triple glazed,Owner-occupied,House
6175293927,1,Double/triple glazed,,House
950724F22C,1,Double/triple glazed,,
7EBD7EC437,1,Double/triple glazed,Rented,Maisonette
B5E5B22214,1,Double/triple glazed,Owner-occupied,House
B6CC8656E8,1,Double/triple glazed,Owner-occupied,Flat
DD48C537BF,1,Double/triple glazed,Rented,House
71C9F0D864,1,Double/triple glazed,Rented,Flat
71216E9317,1,Double/triple glazed,,
BA1B66E579,1,,Rented,Flat
BE64A47DCB,1,Double/triple glazed,,
3962CF2019,1,Double/triple glazed,,
38121F0078,1,Double/triple glazed,Rented,House
401D26D036,1,Double/triple glazed,Owner-occupied,House
3F5611695E,1,Double/triple glazed,,
FBD4D7DE10,1,Double/triple glazed,,
745D6C90EE,1,Double/triple glazed,,
B8692D0C32,1,Double/triple glazed,Owner-occupied,House
F066B8993A,1,Double/triple glazed,,Maisonette
9E9442A549,1,Double/triple glazed,,Flat
726BB67234,1,Double/triple glazed,Rented,Flat
59349F66E4,1,Double/triple glazed,Rented,House
5ECDEE1311,1,Double/triple glazed,Rented,Maisonette
A5B9696018,1,Double/triple glazed,Rented,House
724461B824,1,Double/triple glazed,Owner-occupied,House
DE57C7D631,1,Double/triple glazed,,
D8687FC99C,1,Double/triple glazed,Rented,Flat
CA50F2C26B,1,Double/triple glazed,,
CCFA76BE1A,1,Double/triple glazed,Owner-occupied,House
50A9546775,1,Double/triple glazed,Rented,House
A8419575E3,1,Double/triple glazed,,
985ADADB91,1,Double/triple glazed,Rented,House
D07DAE10E4,1,Double/triple glazed,,
7582C9F1C0,1,Double/triple glazed,,
3CCD893188,1,Double/triple glazed,,
A95D663F15,1,Double/triple glazed,Rented,Flat
41E22B46E7,1,Double/triple glazed,,
A8514F23E3,1,Double/triple glazed,,
3D20221650,1,Double/triple glazed,,
16EE33C824,1,Double/triple glazed,,
0CA7E8A82E,1,Double/triple glazed,Owner-occupied,Flat
2BDA3A2870,1,Double/triple glazed,,
A9ADF149D9,1,Double/triple glazed,,
4C0D0F210C,1,Double/triple glazed,Owner-occupied,House
D840BBB72E,1,Double/triple glazed,Rented,Flat
406D18F05E,1,Double/triple glazed,Rented,Flat
E92AC92A57,1,,,
060563F57E,1,Double/triple glazed,,
C28C8278B9,1,Double/triple glazed,,
0AB9F190EA,1,Double/triple glazed,,
D6BA4DF93B,1,,,Flat
7B74ED016D,1,Double/triple glazed,,
E73C407EF8,1,Double/triple glazed,Rented,Flat
F3E3BD45FC,1,Double/triple glazed,Owner-occupied,Flat
F4140F757E,1,Double/triple glazed,Rented,House
577AD4E189,1,Double/triple glazed,Rented,House
11867C16A6,1,Double/triple glazed,Rented,Flat
46B5251676,1,Double/triple glazed,,
B3AE449682,1,Double/triple glazed,,
14C784B86E,1,Double/triple glazed,,
BE86D0FCBF,1,Double/triple glazed,,House
BAF481E8BC,1,Double/triple glazed,Rented,Flat
1B83FA4806,1,Double/triple glazed,,
13B693AA49,1,Double/triple glazed,,
D821CD3182,1,Double/triple glazed,,
364A09CA9F,1,Double/triple glazed,Rented,House
8E0F3676D0,1,Double/triple glazed,,
0D1ECE2649,1,Double/triple glazed,Owner-occupied,House
3A51D8876B,1,Double/triple glazed,,
687DE39459,1,Double/triple glazed,Rented,House
EC02B8743A,1,Double/triple glazed,,
963F222341,1,Double/triple glazed,Rented,Flat
D8508F2DAD,1,,Rented,Flat
0C5F8DF00F,1,Double/triple glazed,Owner-occupied,Maisonette
F2D79956A5,1,Double/triple glazed,Rented,House
5B0BCBCB0D,1,Double/triple glazed,Rented,House
83D094566C,1,,Owner-occupied,House
835691A2E1,1,Double/triple glazed,,
7F52CC46C7,1,Double/triple glazed,,Flat
D9F488E4BA,1,Double/triple glazed,Rented,Flat
45F587710F,1,Double/triple glazed,,
DD61F6C9C8,1,,Owner-occupied,House
0F0DB400CC,1,Double/triple glazed,,
136A6E6BE3,1,Double/triple glazed,,Flat
926DE038DC,1,,Rented,Flat
252F3A0298,1,,,
D154404FC3,1,Double/triple glazed,Rented,House
B0422B1442,1,,,
1A01A70943,1,Double/triple glazed,Rented,Flat
56455A8C56,1,,,
0468B35605,1,Double/triple glazed,Owner-occupied,House
567BA17418,1,,Rented,Flat
CAC3169710,1,Double/triple glazed,,
EE94051924,1,,Owner-occupied,House
F8886FBD3F,1,Double/triple glazed,,
766C98D63E,1,Double/triple glazed,,
F4BB9D3869,1,Double/triple glazed,Owner-occupied,House
CD7EF3920E,1,Double/triple glazed,Rented,Flat
2912DB398B,1,,Rented,House
176AEF7C17,1,Double/triple glazed,Rented,Flat
8BBEDCF8AA,1,Double/triple glazed,,
A61A78FCE1,1,Double/triple glazed,,
C581A04929,1,Double/triple glazed,Rented,Flat
87905A6686,1,,,
067246F2FA,1,Double/triple glazed,Rented,Flat
D1EF761706,1,Double/triple glazed,,
E163AE9A5E,1,Double/triple glazed,Owner-occupied,House
6DC1FEF16D,1,,Rented,Flat
C16B743CC0,1,Double/triple glazed,Owner-occupied,Flat
1EE4541BE5,1,Double/triple glazed,,
E9957CC69C,1,Double/triple glazed,Owner-occupied,House
A7BA55DADF,1,Double/triple glazed,,
C5E70BF3FA,1,Double/triple glazed,Rented,Flat
A94237C21E,1,Double/triple glazed,Rented,House
7158BFDA45,1,Double/triple glazed,,
563E5EB154,1,Double/triple glazed,Rented,House
4955655D1B,1,Double/triple glazed,Rented,Maisonette
64F8026CA3,1,Double/triple glazed,,
B8EA75E5AF,1,Double/triple glazed,,
C0AFFE6D6E,1,Double/triple glazed,,
1F04CEF4B0,1,Double/triple glazed,Rented,House
6760C84107,1,Double/triple glazed,,
941B5CD993,1,Double/triple glazed,,
2595EA9261,1,Double/triple glazed,Rented,Maisonette
782F2050B2,1,Double/triple glazed,Rented,Flat
655C2F4787,1,Double/triple glazed,Rented,Flat
F52DFBBFCC,1,Double/triple glazed,Owner-occupied,House
7272811AB4,1,,Rented,Flat
C8E0A24233,1,Double/triple glazed,,
646646C186,1,Double/triple glazed,,
063C45D04B,1,Double/triple glazed,,
45C358EBB4,1,Double/triple glazed,Rented,House
B2457093A9,1,Double/triple glazed,Rented,House
494011B651,1,Double/triple glazed,,
BF54CA8EFC,1,Double/triple glazed,,
F37E43B4A5,1,Double/triple glazed,,
BA2BA8113F,1,,Rented,Flat
8237DD337F,1,Double/triple glazed,Rented,Maisonette
21CCB7629C,1,Double/triple glazed,Rented,Flat
A5FAB79E57,1,Double/triple glazed,,
48BE1A27A3,1,,Rented,Maisonette
190D49891E,1,Double/triple glazed,,
63A0B1D41F,1,,Owner-occupied,House
384E048743,1,,Rented,Maisonette
A3F0E4FB59,1,,Owner-occupied,House
3DC1812601,1,Double/triple glazed,,House
F0BFE00567,1,Double/triple glazed,,
F137FB65A9,1,Double/triple glazed,,
51EDC7623E,1,Double/triple glazed,Rented,Flat
5756A35D4F,1,,Rented,Flat
4320EA6961,1,Double/triple glazed,Rented,House
EC9335E6F6,1,Double/triple glazed,Rented,House
49B2CA3D30,1,,,
4A0D30B339,1,,,Flat
2A909B2DE6,1,Double/triple glazed,Rented,Flat
2C4F67CDE8,1,Double/triple glazed,Owner-occupied,House
F8CAF27E71,1,Double/triple glazed,Owner-occupied,House
4FE6ED3BE2,1,Double/triple glazed,Rented,House
3AF51B3D5D,1,,,
9B2A196152,1,Double/triple glazed,Rented,House
AD4229C702,1,,,Flat
D6D65327A5,1,Double/triple glazed,Rented,Flat
7D1414A8F1,1,Double/triple glazed,,
56001E7D03,1,Double/triple glazed,,
F0FA255582,1,Double/triple glazed,Rented,Maisonette
D8615F2E39,1,Double/triple glazed,Rented,House
8CBB0170FF,1,Double/triple glazed,,
820740EC44,1,Double/triple glazed,Owner-occupied,House
E1788E72BD,1,Single glazed,Rented,Flat
0D033054B6,1,Double/triple glazed,,
B9B20029D6,1,Double/triple glazed,,
46F28B49D6,1,Double/triple glazed,Rented,Maisonette
BC4308897F,1,Double/triple glazed,Owner-occupied,Flat
50401DF50C,1,,Rented,House
5338CBE535,1,Double/triple glazed,Owner-occupied,House
793CE4DC0F,1,Double/triple glazed,,House
20116758CE,1,Double/triple glazed,Rented,House
0EA722158F,1,Double/triple glazed,Rented,House
8DAA14F0E0,1,Double/triple glazed,Owner-occupied,House
0DBC30A07B,1,Double/triple glazed,,
63883155F8,1,Double/triple glazed,Owner-occupied,House
5003B9BD7B,1,Double/triple glazed,,
BB5785AA85,1,,Owner-occupied,House
4382AF87F1,1,,Rented,Flat
E00DBB183B,1,Double/triple glazed,Rented,House
D1E5FC59D0,1,Double/triple glazed,,
7581C59973,1,Double/triple glazed,,
E15E866D8A,1,Double/triple glazed,,
5B846A27F9,1,Double/triple glazed,Rented,House
4CAC9A972C,1,Double/triple glazed,,
A09F82200B,1,Double/triple glazed,,
CD787EC220,1,Double/triple glazed,Rented,Flat
333B14C7B8,1,Double/triple glazed,Owner-occupied,House
1987DE8D22,1,Double/triple glazed,,
20A850B5A8,1,Double/triple glazed,Rented,House
BE87B97323,1,Double/triple glazed,,
446BF4944A,1,Double/triple glazed,,
CC21A79FD9,1,Double/triple glazed,,
AB0CBFD746,1,Double/triple glazed,,
78A74E8664,1,Double/triple glazed,,
5E360505BD,1,Double/triple glazed,,
2F1459091D,1,Double/triple glazed,Rented,Flat
79937ADF34,1,,,
E03002945E,1,Double/triple glazed,Rented,House
10D2A81B34,1,Double/triple glazed,Rented,Flat
DF0D499AF6,1,Double/triple glazed,Owner-occupied,House
A49DE34E10,1,Double/triple glazed,Rented,Flat
51831C2B2F,1,Double/triple glazed,Rented,Flat
DF414A422D,1,,Rented,House
BC4C1C38D0,1,Double/triple glazed,Owner-occupied,House
76BA0BE150,1,Double/triple glazed,Rented,Flat
A228A1E7DE,1,Double/triple glazed,,
D4912395B7,1,,,Flat
6123C8CF34,1,Double/triple glazed,,
E15FADC310,1,,,Flat
DCF96E0587,1,,Rented,Flat
13D8E82606,1,Double/triple glazed,Rented,Flat
DC65B68CDC,1,Double/triple glazed,,
AB58484976,1,Double/triple glazed,,Maisonette
653E55ECEC,1,Double/triple glazed,Owner-occupied,Flat
0A96145A8D,1,Double/triple glazed,Owner-occupied,Flat
763FE76304,1,Double/triple glazed,,
8415AA5209,1,Double/triple glazed,Owner-occupied,House
94FEE4E496,1,Double/triple glazed,Rented,Flat
C8AAD09115,1,,Rented,Flat
C917E97079,1,Double/triple glazed,Rented,House
A80310391B,1,Double/triple glazed,Rented,House
372DA657F5,1,Double/triple glazed,Rented,House
6807792005,1,Double/triple glazed,,
AEBEB6568F,1,Double/triple glazed,,
4B51F7C19A,1,Double/triple glazed,Rented,Flat
81CF7AC2E8,1,Double/triple glazed,Owner-occupied,Flat
5A5DCD586F,1,Double/triple glazed,Rented,Flat
C3CDA3C4E4,1,Double/triple glazed,,Maisonette
5C870AD46E,1,Double/triple glazed,Rented,Maisonette
A133AA6F80,1,,,
B3175318A9,1,Double/triple glazed,Rented,House
8F0A90F83B,1,,,Flat
BCB85A81AE,1,Double/triple glazed,,
3DCF372880,1,Double/triple glazed,Rented,Flat
20E7E0DC23,1,Double/triple glazed,,
2B83AEE6AE,1,,Owner-occupied,Flat
2CF1A7376D,1,,Rented,House
F6288D13EB,1,Double/triple glazed,Owner-occupied,House
BCA58ED18E,1,Double/triple glazed,,
2F12D6A316,1,Double/triple glazed,Rented,House
F108367AED,1,Double/triple glazed,,
2430425456,1,Double/triple glazed,Rented,House
DC247B1107,1,Double/triple glazed,Rented,Flat
6927331A50,1,Double/triple glazed,,
DCC5169075,1,Double/triple glazed,,
FC2F120BF7,1,Double/triple glazed,Owner-occupied,House
5C72297F4F,1,Double/triple glazed,,
1EAB19EE78,1,Double/triple glazed,Owner-occupied,Flat
89C80F0D05,1,,Owner-occupied,Maisonette
C2B17EB9F1,1,Double/triple glazed,Rented,Flat
233CE01A79,1,Double/triple glazed,Rented,Flat
29EC7250C2,1,Double/triple glazed,,
2627C9D942,1,Double/triple glazed,Rented,House
72BF6F5B11,1,Double/triple glazed,Rented,House
E4422DE029,1,Double/triple glazed,,Flat
E373689BCD,1,Double/triple glazed,Rented,Flat
DF364437CE,1,Double/triple glazed,Rented,Maisonette
62B2610B85,1,Double/triple glazed,,Flat
4A7EECF61A,1,Double/triple glazed,,Flat
659B7787E6,1,Double/triple glazed,,
B1C4BEC559,1,Double/triple glazed,,
DAE0E7FA18,1,Double/triple glazed,,
154942CF75,1,Double/triple glazed,Rented,Flat
8FFD03D351,1,Double/triple glazed,Owner-occupied,House
2867D8B19F,1,Double/triple glazed,Rented,Maisonette
F041F670A7,1,Double/triple glazed,Rented,House
1B42877371,1,,,
B2F9915660,1,Double/triple glazed,Rented,Flat
7C2E6CE04E,1,Double/triple glazed,Rented,Flat
0F0A328ED8,1,Double/triple glazed,,
C6CA1BF36B,1,Double/triple glazed,,
45E0A82364,1,Double/triple glazed,Rented,House
95D6E3B7A0,1,Double/triple glazed,,
3E4A393A80,1,Double/triple glazed,Rented,House
F76CADEB06,1,,,Maisonette
34CC57E01A,1,Double/triple glazed,,
827CAE7C45,1,Double/triple glazed,,
0F7F9EF4F9,1,Double/triple glazed,Owner-occupied,House
AFBA57DBA5,1,Double/triple glazed,Owner-occupied,Flat
E5B8E70F18,1,Double/triple glazed,,
A412B0F083,1,Double/triple glazed,,
81634936BD,1,Double/triple glazed,Rented,Flat
CC41A9591E,1,Double/triple glazed,Rented,Flat
591A3C0855,1,Double/triple glazed,,
711B247417,1,Double/triple glazed,Rented,Flat
292B878CCB,1,,Rented,Maisonette
11DA658C8A,1,,Rented,Maisonette
CDAE95BAE7,1,Double/triple glazed,Rented,House
2CC2C17893,1,Double/triple glazed,,
6B61F8A125,1,Double/triple glazed,,Flat
6210E8961D,1,Double/triple glazed,,
5632802909,1,,,
B6923D91E8,1,Double/triple glazed,,Flat
3A3A59EC81,1,,Rented,Flat
589A82CDCF,1,Double/triple glazed,,
859607FBCF,1,Double/triple glazed,Rented,Flat
C49C687EF7,1,,,
1DEF024699,1,Double/triple glazed,,
525F050EB7,1,Double/triple glazed,,
ACC42B30AF,1,Double/triple glazed,Rented,Maisonette
5B96B3FEAF,1,,Rented,House
F326B4A38B,1,Double/triple glazed,Rented,House
86DA17AB1D,1,,,
16C26854E6,1,Double/triple glazed,Rented,Flat
35153ACF15,1,Double/triple glazed,,Flat
F80B6A0CF6,1,Double/triple glazed,,Flat
7B0EC5C214,1,Double/triple glazed,,
7D749CE96B,1,Double/triple glazed,,
F5B5EE1A39,1,Double/triple glazed,,
96A7ACFEF8,1,,Rented,House
4D9363E18B,1,Double/triple glazed,Rented,Maisonette
B5101B9C98,1,,,
7B456E4B9B,1,Double/triple glazed,Owner-occupied,House
E2D527DF0A,1,Double/triple glazed,,
AC2C96039A,1,Double/triple glazed,Rented,Maisonette
2CA7ADB903,1,,Owner-occupied,Flat
16FF4F2860,1,Double/triple glazed,,
E721EE66CD,1,Double/triple glazed,Rented,Flat
7EE1328B5B,1,,,
7BB6452B9B,1,Double/triple glazed,,Flat
5D3DF31648,1,Double/triple glazed,Rented,Flat
9EAD2B0D62,1,Double/triple glazed,,
92C8A4E2D2,1,Double/triple glazed,Owner-occupied,House
96CE3162A6,1,,Rented,Flat
648392ACAB,1,Double/triple glazed,Rented,House
BA5DD13D8B,1,Double/triple glazed,Rented,House
440F4E4902,1,Double/triple glazed,,
17E1E1945F,1,Double/triple glazed,,
C7C98F6A1D,1,Double/triple glazed,Rented,Flat
92F9FC75B0,1,Double/triple glazed,Rented,House
D5F37FDD2A,1,Double/triple glazed,Owner-occupied,House
DBF6C5498A,1,Double/triple glazed,Rented,Maisonette
2866ABBBED,1,Double/triple glazed,,Maisonette
23508EBB86,1,Double/triple glazed,Rented,Flat
383A5C5CF5,1,Double/triple glazed,Rented,House
5591CA1B97,1,Double/triple glazed,Rented,House
E85FA73DD5,1,Double/triple glazed,Rented,House
49F329CFA7,1,Double/triple glazed,,
5014A43A10,1,Double/triple glazed,,Flat
43E757567A,1,Double/triple glazed,,
ED29670A1B,1,Double/triple glazed,Rented,Maisonette
1E753A2956,1,Double/triple glazed,Owner-occupied,Flat
58E187EAE5,1,Double/triple glazed,Rented,Flat
1B0D9C9232,1,Double/triple glazed,Rented,Flat
EA89583495,1,Double/triple glazed,Rented,House
564C66D4C7,1,Double/triple glazed,Owner-occupied,House
372F621A5B,1,Double/triple glazed,,Flat
60107A4740,1,Double/triple glazed,Rented,Flat
5884A95A41,1,,Rented,House
A1949DFB15,1,Double/triple glazed,Rented,Flat
21C3F79B21,1,Double/triple glazed,Owner-occupied,House
4B985EDDC8,1,Double/triple glazed,Rented,Flat
FD377922FE,1,,,
7215D1A9A4,1,Double/triple glazed,,
40D1AE36A8,1,Double/triple glazed,,Flat
8399B4EC63,1,Double/triple glazed,Rented,Maisonette
4B1B582E27,1,,Rented,Flat
C5ED8074BD,1,Double/triple glazed,Owner-occupied,House
A6C427F4E2,1,,Rented,House
1241D45791,1,Double/triple glazed,Rented,House
B7D613679E,1,Double/triple glazed,Rented,Flat
80768790C0,1,Double/triple glazed,,
41BFAF8083,1,Double/triple glazed,Rented,House
7928003F89,1,Double/triple glazed,,
1F92154FE7,1,Double/triple glazed,,
F47A056216,1,Double/triple glazed,Rented,Flat
C444C95F0F,1,Double/triple glazed,,
93E6CC8A90,1,Double/triple glazed,Rented,Maisonette
3899F97251,1,Double/triple glazed,,
8F84300918,1,Double/triple glazed,,
71D9AC3091,1,Double/triple glazed,,
7A4B9FDB91,1,Double/triple glazed,Rented,Flat
A79B509571,1,Double/triple glazed,,
B373A96BC9,1,Double/triple glazed,Owner-occupied,House
76F7084093,1,Double/triple glazed,,House
E5A255CE3E,1,Double/triple glazed,,
0F60271286,1,Double/triple glazed,Rented,Flat
C5552C5D5E,1,Double/triple glazed,,
0EAFDF483E,1,Double/triple glazed,Owner-occupied,House
4B0E65C8F3,1,Double/triple glazed,Rented,Flat
47ED1131D3,1,Double/triple glazed,,
FBC205AD90,1,Double/triple glazed,,Maisonette
CBB6FFF590,1,Double/triple glazed,,
F829AA03B4,1,Double/triple glazed,Rented,House
15C52BE00A,1,Double/triple glazed,Rented,House
0947C333A2,1,Double/triple glazed,Rented,House
1BD0743AF3,1,,Owner-occupied,House
18DAC2B645,1,Double/triple glazed,Rented,Flat
9A9B86B573,1,Double/triple glazed,,
B49DBC4DC5,1,Double/triple glazed,Rented,Flat
7523BC6265,1,Double/triple glazed,,
4C79FBF61F,1,Double/triple glazed,,
7E00205FDB,1,Double/triple glazed,,
DC8CF5C14F,1,Double/triple glazed,,
6E8C438428,1,Double/triple glazed,,
5E605D4B19,1,,Owner-occupied,House
5F562B1431,1,Double/triple glazed,,Flat
F2847C4070,1,Double/triple glazed,,
0CEE8FFEC7,1,Double/triple glazed,Rented,Maisonette
8A36B61D5E,1,Double/triple glazed,Rented,Maisonette
E05E267D42,1,Double/triple glazed,Rented,Flat
